,Centre Latitude,Centre Longitude,Attractions,Activities,Accommodation
1768,52.40449438202247,-6.565217391304348,0,1,1
1769,52.40449438202247,-6.6521739130434785,0,0,0
1770,52.40449438202247,-6.739130434782608,1,1,0
1771,52.40449438202247,-6.826086956521739,0,3,1
1772,52.40449438202247,-6.913043478260869,2,13,2
1773,52.40449438202247,-7.0,2,12,1
1774,52.40449438202247,-7.086956521739131,0,1,0
1775,52.40449438202247,-7.173913043478261,1,2,2
1776,52.40449438202247,-7.260869565217391,1,1,0
1777,52.40449438202247,-7.3478260869565215,4,2,0
1778,52.40449438202247,-7.434782608695652,4,2,0
1779,52.40449438202247,-7.521739130434783,0,0,0
1780,52.40449438202247,-7.608695652173913,0,0,0
1781,52.40449438202247,-7.695652173913043,0,4,1
1782,52.40449438202247,-7.782608695652174,0,2,2
1783,52.40449438202247,-7.869565217391305,2,3,4
1784,52.40449438202247,-7.956521739130435,2,5,5
1785,52.40449438202247,-8.043478260869565,0,0,1
1786,52.40449438202247,-8.130434782608695,0,5,4
1787,52.40449438202247,-8.217391304347826,0,9,4
1788,52.40449438202247,-8.304347826086957,0,4,1
1789,52.40449438202247,-8.391304347826086,0,2,0
1790,52.40449438202247,-8.478260869565217,0,1,1
1791,52.40449438202247,-8.565217391304348,0,2,2
1792,52.40449438202247,-8.652173913043478,0,1,2
1793,52.40449438202247,-8.73913043478261,0,0,1
1794,52.40449438202247,-8.826086956521738,0,0,0
1795,52.40449438202247,-8.91304347826087,0,0,0
1796,52.40449438202247,-9.0,0,0,0
1797,52.40449438202247,-9.086956521739129,1,2,0
1798,52.40449438202247,-9.173913043478262,0,1,2
1799,52.40449438202247,-9.26086956521739,0,2,3
1800,52.40449438202247,-9.347826086956522,0,2,3
1801,52.40449438202247,-9.434782608695652,0,0,0
1802,52.40449438202247,-9.521739130434781,0,2,1
1803,52.40449438202247,-9.608695652173914,0,2,0
1804,52.40449438202247,-9.695652173913043,0,1,1
1805,52.40449438202247,-9.782608695652174,0,2,2
1806,52.40449438202247,-9.869565217391305,0,2,2
1807,52.40449438202247,-9.956521739130434,0,0,0
1808,52.40449438202247,-10.043478260869566,0,0,0
1809,52.40449438202247,-10.130434782608695,0,0,0
1810,52.40449438202247,-10.217391304347826,0,0,0
1811,52.40449438202247,-10.304347826086957,0,0,0
1812,52.40449438202247,-10.391304347826086,0,0,0
1813,52.40449438202247,-10.478260869565217,0,0,0
1814,52.40449438202247,-10.565217391304348,0,0,0
1815,52.40449438202247,-10.652173913043478,0,0,0
1816,52.40449438202247,-10.73913043478261,0,0,0
1817,52.40449438202247,-10.826086956521738,0,0,0
1818,52.40449438202247,-10.91304347826087,0,0,0
1819,52.40449438202247,-11.0,0,0,0
1820,52.46067415730337,-5.0,0,0,0
1821,52.46067415730337,-5.086956521739131,0,0,0
1822,52.46067415730337,-5.173913043478261,0,0,0
1823,52.46067415730337,-5.260869565217392,0,0,0
1824,52.46067415730337,-5.3478260869565215,0,0,0
1825,52.46067415730337,-5.434782608695652,0,0,0
1826,52.46067415730337,-5.521739130434782,0,0,0
1827,52.46067415730337,-5.608695652173913,0,0,0
1828,52.46067415730337,-5.695652173913043,0,0,0
1829,52.46067415730337,-5.782608695652174,0,0,0
1830,52.46067415730337,-5.869565217391305,0,0,0
1831,52.46067415730337,-5.956521739130435,0,0,0
1832,52.46067415730337,-6.043478260869565,0,0,0
1833,52.46067415730337,-6.130434782608695,0,0,0
1834,52.46067415730337,-6.217391304347826,0,0,0
1835,52.46067415730337,-6.304347826086957,0,1,0
1836,52.46067415730337,-6.391304347826087,1,1,1
1837,52.46067415730337,-6.478260869565217,0,0,1
1838,52.46067415730337,-6.565217391304348,4,8,3
1839,52.46067415730337,-6.6521739130434785,2,1,1
1840,52.46067415730337,-6.739130434782608,3,2,0
1841,52.46067415730337,-6.826086956521739,0,2,0
1842,52.46067415730337,-6.913043478260869,1,2,1
1843,52.46067415730337,-7.0,0,1,1
1844,52.46067415730337,-7.086956521739131,0,1,1
1845,52.46067415730337,-7.173913043478261,1,2,2
1846,52.46067415730337,-7.260869565217391,4,0,3
1847,52.46067415730337,-7.3478260869565215,6,0,0
1848,52.46067415730337,-7.434782608695652,3,0,0
1849,52.46067415730337,-7.521739130434783,0,0,0
1850,52.46067415730337,-7.608695652173913,0,0,0
1851,52.46067415730337,-7.695652173913043,3,2,1
1852,52.46067415730337,-7.782608695652174,0,0,0
1853,52.46067415730337,-7.869565217391305,1,0,0
1854,52.46067415730337,-7.956521739130435,1,2,0
1855,52.46067415730337,-8.043478260869565,0,1,4
1856,52.46067415730337,-8.130434782608695,1,9,7
1857,52.46067415730337,-8.217391304347826,1,10,8
1858,52.46067415730337,-8.304347826086957,0,0,0
1859,52.46067415730337,-8.391304347826086,0,1,0
1860,52.46067415730337,-8.478260869565217,0,1,0
1861,52.46067415730337,-8.565217391304348,0,4,1
1862,52.46067415730337,-8.652173913043478,0,2,0
1863,52.46067415730337,-8.73913043478261,0,0,1
1864,52.46067415730337,-8.826086956521738,0,2,2
1865,52.46067415730337,-8.91304347826087,0,1,1
1866,52.46067415730337,-9.0,1,2,3
1867,52.46067415730337,-9.086956521739129,1,2,3
1868,52.46067415730337,-9.173913043478262,0,0,0
1869,52.46067415730337,-9.26086956521739,0,0,0
1870,52.46067415730337,-9.347826086956522,0,0,0
1871,52.46067415730337,-9.434782608695652,5,12,4
1872,52.46067415730337,-9.521739130434781,5,12,4
1873,52.46067415730337,-9.608695652173914,2,0,1
1874,52.46067415730337,-9.695652173913043,2,2,3
1875,52.46067415730337,-9.782608695652174,0,0,0
1876,52.46067415730337,-9.869565217391305,0,0,0
1877,52.46067415730337,-9.956521739130434,0,0,0
1878,52.46067415730337,-10.043478260869566,0,0,0
1879,52.46067415730337,-10.130434782608695,0,0,0
1880,52.46067415730337,-10.217391304347826,0,0,0
1881,52.46067415730337,-10.304347826086957,0,0,0
1882,52.46067415730337,-10.391304347826086,0,0,0
1883,52.46067415730337,-10.478260869565217,0,0,0
1884,52.46067415730337,-10.565217391304348,0,0,0
1885,52.46067415730337,-10.652173913043478,0,0,0
1886,52.46067415730337,-10.73913043478261,0,0,0
1887,52.46067415730337,-10.826086956521738,0,0,0
1888,52.46067415730337,-10.91304347826087,0,0,0
1889,52.46067415730337,-11.0,0,0,0
1890,52.51685393258427,-5.0,0,0,0
1891,52.51685393258427,-5.086956521739131,0,0,0
1892,52.51685393258427,-5.173913043478261,0,0,0
1893,52.51685393258427,-5.260869565217392,0,0,0
1894,52.51685393258427,-5.3478260869565215,0,0,0
1895,52.51685393258427,-5.434782608695652,0,0,0
1896,52.51685393258427,-5.521739130434782,0,0,0
1897,52.51685393258427,-5.608695652173913,0,0,0
1898,52.51685393258427,-5.695652173913043,0,0,0
1899,52.51685393258427,-5.782608695652174,0,0,0
1900,52.51685393258427,-5.869565217391305,0,0,0
1901,52.51685393258427,-5.956521739130435,0,0,0
1902,52.51685393258427,-6.043478260869565,0,0,0
1903,52.51685393258427,-6.130434782608695,0,0,0
1904,52.51685393258427,-6.217391304347826,1,4,3
1905,52.51685393258427,-6.304347826086957,0,4,3
1906,52.51685393258427,-6.391304347826087,2,2,0
1907,52.51685393258427,-6.478260869565217,1,0,0
1908,52.51685393258427,-6.565217391304348,5,8,3
1909,52.51685393258427,-6.6521739130434785,0,3,1
1910,52.51685393258427,-6.739130434782608,0,0,1
1911,52.51685393258427,-6.826086956521739,0,0,1
1912,52.51685393258427,-6.913043478260869,4,9,3
1913,52.51685393258427,-7.0,3,6,2
1914,52.51685393258427,-7.086956521739131,2,8,2
1915,52.51685393258427,-7.173913043478261,5,15,5
1916,52.51685393258427,-7.260869565217391,5,6,4
1917,52.51685393258427,-7.3478260869565215,0,7,0
1918,52.51685393258427,-7.434782608695652,1,6,0
1919,52.51685393258427,-7.521739130434783,1,0,1
1920,52.51685393258427,-7.608695652173913,0,0,0
1921,52.51685393258427,-7.695652173913043,0,1,0
1922,52.51685393258427,-7.782608695652174,0,1,1
1923,52.51685393258427,-7.869565217391305,6,6,9
1924,52.51685393258427,-7.956521739130435,6,8,8
1925,52.51685393258427,-8.043478260869565,1,3,0
1926,52.51685393258427,-8.130434782608695,0,0,0
1927,52.51685393258427,-8.217391304347826,0,2,1
1928,52.51685393258427,-8.304347826086957,0,0,0
1929,52.51685393258427,-8.391304347826086,0,0,0
1930,52.51685393258427,-8.478260869565217,0,2,1
1931,52.51685393258427,-8.565217391304348,0,6,2
1932,52.51685393258427,-8.652173913043478,0,1,0
1933,52.51685393258427,-8.73913043478261,1,0,4
1934,52.51685393258427,-8.826086956521738,1,4,3
1935,52.51685393258427,-8.91304347826087,1,1,1
1936,52.51685393258427,-9.0,1,3,1
1937,52.51685393258427,-9.086956521739129,0,1,0
1938,52.51685393258427,-9.173913043478262,0,1,0
1939,52.51685393258427,-9.26086956521739,0,0,0
1940,52.51685393258427,-9.347826086956522,0,0,0
1941,52.51685393258427,-9.434782608695652,1,0,1
1942,52.51685393258427,-9.521739130434781,1,0,1
1943,52.51685393258427,-9.608695652173914,4,9,10
1944,52.51685393258427,-9.695652173913043,4,11,11
1945,52.51685393258427,-9.782608695652174,0,0,0
1946,52.51685393258427,-9.869565217391305,0,0,0
1947,52.51685393258427,-9.956521739130434,0,1,0
1948,52.51685393258427,-10.043478260869566,0,0,0
1949,52.51685393258427,-10.130434782608695,0,0,0
1950,52.51685393258427,-10.217391304347826,0,0,0
1951,52.51685393258427,-10.304347826086957,0,0,0
1952,52.51685393258427,-10.391304347826086,0,0,0
1953,52.51685393258427,-10.478260869565217,0,0,0
1954,52.51685393258427,-10.565217391304348,0,0,0
1955,52.51685393258427,-10.652173913043478,0,0,0
1956,52.51685393258427,-10.73913043478261,0,0,0
1957,52.51685393258427,-10.826086956521738,0,0,0
1958,52.51685393258427,-10.91304347826087,0,0,0
1959,52.51685393258427,-11.0,0,0,0
1960,52.57303370786517,-5.0,0,0,0
1961,52.57303370786517,-5.086956521739131,0,0,0
1962,52.57303370786517,-5.173913043478261,0,0,0
1963,52.57303370786517,-5.260869565217392,0,0,0
1964,52.57303370786517,-5.3478260869565215,0,0,0
1965,52.57303370786517,-5.434782608695652,0,0,0
1966,52.57303370786517,-5.521739130434782,0,0,0
1967,52.57303370786517,-5.608695652173913,0,0,0
1968,52.57303370786517,-5.695652173913043,0,0,0
1969,52.57303370786517,-5.782608695652174,0,0,0
1970,52.57303370786517,-5.869565217391305,0,0,0
1971,52.57303370786517,-5.956521739130435,0,0,0
1972,52.57303370786517,-6.043478260869565,0,0,0
1973,52.57303370786517,-6.130434782608695,0,1,0
1974,52.57303370786517,-6.217391304347826,3,3,0
1975,52.57303370786517,-6.304347826086957,1,1,0
1976,52.57303370786517,-6.391304347826087,2,1,0
1977,52.57303370786517,-6.478260869565217,2,2,1
1978,52.57303370786517,-6.565217391304348,1,1,0
1979,52.57303370786517,-6.6521739130434785,0,0,0
1980,52.57303370786517,-6.739130434782608,0,1,1
1981,52.57303370786517,-6.826086956521739,0,2,2
1982,52.57303370786517,-6.913043478260869,5,12,5
1983,52.57303370786517,-7.0,3,6,1
1984,52.57303370786517,-7.086956521739131,2,1,1
1985,52.57303370786517,-7.173913043478261,3,5,1
1986,52.57303370786517,-7.260869565217391,0,7,5
1987,52.57303370786517,-7.3478260869565215,1,10,2
1988,52.57303370786517,-7.434782608695652,1,5,0
1989,52.57303370786517,-7.521739130434783,0,0,0
1990,52.57303370786517,-7.608695652173913,1,0,0
1991,52.57303370786517,-7.695652173913043,1,0,0
1992,52.57303370786517,-7.782608695652174,0,1,2
1993,52.57303370786517,-7.869565217391305,0,0,1
1994,52.57303370786517,-7.956521739130435,1,0,0
1995,52.57303370786517,-8.043478260869565,1,2,0
1996,52.57303370786517,-8.130434782608695,0,0,0
1997,52.57303370786517,-8.217391304347826,0,0,1
1998,52.57303370786517,-8.304347826086957,0,2,1
1999,52.57303370786517,-8.391304347826086,0,2,0
2000,52.57303370786517,-8.478260869565217,0,1,0
2001,52.57303370786517,-8.565217391304348,0,3,0
2002,52.57303370786517,-8.652173913043478,0,3,0
2003,52.57303370786517,-8.73913043478261,5,23,6
2004,52.57303370786517,-8.826086956521738,6,24,6
2005,52.57303370786517,-8.91304347826087,1,2,0
2006,52.57303370786517,-9.0,0,3,1
2007,52.57303370786517,-9.086956521739129,1,6,1
2008,52.57303370786517,-9.173913043478262,0,3,0
2009,52.57303370786517,-9.26086956521739,0,1,0
2010,52.57303370786517,-9.347826086956522,2,2,1
2011,52.57303370786517,-9.434782608695652,3,1,3
2012,52.57303370786517,-9.521739130434781,2,3,2
2013,52.57303370786517,-9.608695652173914,0,2,1
2014,52.57303370786517,-9.695652173913043,0,5,2
2015,52.57303370786517,-9.782608695652174,0,2,2
2016,52.57303370786517,-9.869565217391305,1,6,1
2017,52.57303370786517,-9.956521739130434,0,3,1
2018,52.57303370786517,-10.043478260869566,0,0,0
2019,52.57303370786517,-10.130434782608695,0,0,0
2020,52.57303370786517,-10.217391304347826,0,0,0
2021,52.57303370786517,-10.304347826086957,0,0,0
2022,52.57303370786517,-10.391304347826086,0,0,0
2023,52.57303370786517,-10.478260869565217,0,0,0
2024,52.57303370786517,-10.565217391304348,0,0,0
2025,52.57303370786517,-10.652173913043478,0,0,0
2026,52.57303370786517,-10.73913043478261,0,0,0
2027,52.57303370786517,-10.826086956521738,0,0,0
2028,52.57303370786517,-10.91304347826087,0,0,0
2029,52.57303370786517,-11.0,0,0,0
2030,52.62921348314607,-5.0,0,0,0
2031,52.62921348314607,-5.086956521739131,0,0,0
2032,52.62921348314607,-5.173913043478261,0,0,0
2033,52.62921348314607,-5.260869565217392,0,0,0
2034,52.62921348314607,-5.3478260869565215,0,0,0
2035,52.62921348314607,-5.434782608695652,0,0,0
2036,52.62921348314607,-5.521739130434782,0,0,0
2037,52.62921348314607,-5.608695652173913,0,0,0
2038,52.62921348314607,-5.695652173913043,0,0,0
2039,52.62921348314607,-5.782608695652174,0,0,0
2040,52.62921348314607,-5.869565217391305,0,0,0
2041,52.62921348314607,-5.956521739130435,0,0,0
2042,52.62921348314607,-6.043478260869565,0,0,0
2043,52.62921348314607,-6.130434782608695,0,0,0
2044,52.62921348314607,-6.217391304347826,2,8,4
2045,52.62921348314607,-6.304347826086957,2,6,5
2046,52.62921348314607,-6.391304347826087,2,1,0
2047,52.62921348314607,-6.478260869565217,2,6,1
2048,52.62921348314607,-6.565217391304348,0,0,0
2049,52.62921348314607,-6.6521739130434785,0,1,4
2050,52.62921348314607,-6.739130434782608,0,0,1
2051,52.62921348314607,-6.826086956521739,1,2,2
2052,52.62921348314607,-6.913043478260869,3,7,5
2053,52.62921348314607,-7.0,2,2,2
2054,52.62921348314607,-7.086956521739131,1,2,3
2055,52.62921348314607,-7.173913043478261,3,6,4
2056,52.62921348314607,-7.260869565217391,15,86,35
2057,52.62921348314607,-7.3478260869565215,0,3,1
2058,52.62921348314607,-7.434782608695652,0,2,1
2059,52.62921348314607,-7.521739130434783,1,2,0
2060,52.62921348314607,-7.608695652173913,0,1,0
2061,52.62921348314607,-7.695652173913043,0,1,0
2062,52.62921348314607,-7.782608695652174,1,2,2
2063,52.62921348314607,-7.869565217391305,1,1,0
2064,52.62921348314607,-7.956521739130435,1,1,0
2065,52.62921348314607,-8.043478260869565,0,0,0
2066,52.62921348314607,-8.130434782608695,0,0,0
2067,52.62921348314607,-8.217391304347826,0,1,0
2068,52.62921348314607,-8.304347826086957,0,1,0
2069,52.62921348314607,-8.391304347826086,0,6,0
2070,52.62921348314607,-8.478260869565217,0,2,0
2071,52.62921348314607,-8.565217391304348,0,11,5
2072,52.62921348314607,-8.652173913043478,14,56,16
2073,52.62921348314607,-8.73913043478261,1,3,0
2074,52.62921348314607,-8.826086956521738,0,6,2
2075,52.62921348314607,-8.91304347826087,1,3,1
2076,52.62921348314607,-9.0,1,3,1
2077,52.62921348314607,-9.086956521739129,1,4,1
2078,52.62921348314607,-9.173913043478262,1,3,2
2079,52.62921348314607,-9.26086956521739,0,1,2
2080,52.62921348314607,-9.347826086956522,0,3,1
2081,52.62921348314607,-9.434782608695652,1,15,4
2082,52.62921348314607,-9.521739130434781,4,16,3
2083,52.62921348314607,-9.608695652173914,2,1,2
2084,52.62921348314607,-9.695652173913043,1,5,4
2085,52.62921348314607,-9.782608695652174,0,1,3
2086,52.62921348314607,-9.869565217391305,0,2,0
2087,52.62921348314607,-9.956521739130434,0,0,0
2088,52.62921348314607,-10.043478260869566,0,0,0
2089,52.62921348314607,-10.130434782608695,0,0,0
2090,52.62921348314607,-10.217391304347826,0,0,0
2091,52.62921348314607,-10.304347826086957,0,0,0
2092,52.62921348314607,-10.391304347826086,0,0,0
2093,52.62921348314607,-10.478260869565217,0,0,0
2094,52.62921348314607,-10.565217391304348,0,0,0
2095,52.62921348314607,-10.652173913043478,0,0,0
2096,52.62921348314607,-10.73913043478261,0,0,0
2097,52.62921348314607,-10.826086956521738,0,0,0
2098,52.62921348314607,-10.91304347826087,0,0,0
2099,52.62921348314607,-11.0,0,0,0
2100,52.68539325842696,-5.0,0,0,0
2101,52.68539325842696,-5.086956521739131,0,0,0
2102,52.68539325842696,-5.173913043478261,0,0,0
2103,52.68539325842696,-5.260869565217392,0,0,0
2104,52.68539325842696,-5.3478260869565215,0,0,0
2105,52.68539325842696,-5.434782608695652,0,0,0
2106,52.68539325842696,-5.521739130434782,0,0,0
2107,52.68539325842696,-5.608695652173913,0,0,0
2108,52.68539325842696,-5.695652173913043,0,0,0
2109,52.68539325842696,-5.782608695652174,0,0,0
2110,52.68539325842696,-5.869565217391305,0,0,0
2111,52.68539325842696,-5.956521739130435,0,0,0
2112,52.68539325842696,-6.043478260869565,0,0,0
2113,52.68539325842696,-6.130434782608695,0,2,0
2114,52.68539325842696,-6.217391304347826,2,13,7
2115,52.68539325842696,-6.304347826086957,2,18,5
2116,52.68539325842696,-6.391304347826087,0,0,0
2117,52.68539325842696,-6.478260869565217,0,3,0
2118,52.68539325842696,-6.565217391304348,1,0,0
2119,52.68539325842696,-6.6521739130434785,1,6,4
2120,52.68539325842696,-6.739130434782608,0,4,0
2121,52.68539325842696,-6.826086956521739,2,5,0
2122,52.68539325842696,-6.913043478260869,3,2,1
2123,52.68539325842696,-7.0,3,1,2
2124,52.68539325842696,-7.086956521739131,1,0,0
2125,52.68539325842696,-7.173913043478261,0,4,1
2126,52.68539325842696,-7.260869565217391,15,85,26
2127,52.68539325842696,-7.3478260869565215,1,0,0
2128,52.68539325842696,-7.434782608695652,1,0,2
2129,52.68539325842696,-7.521739130434783,1,2,4
2130,52.68539325842696,-7.608695652173913,1,3,0
2131,52.68539325842696,-7.695652173913043,0,0,1
2132,52.68539325842696,-7.782608695652174,3,5,3
2133,52.68539325842696,-7.869565217391305,4,6,3
2134,52.68539325842696,-7.956521739130435,2,7,1
2135,52.68539325842696,-8.043478260869565,0,4,1
2136,52.68539325842696,-8.130434782608695,0,0,0
2137,52.68539325842696,-8.217391304347826,0,0,0
2138,52.68539325842696,-8.304347826086957,0,1,1
2139,52.68539325842696,-8.391304347826086,0,8,1
2140,52.68539325842696,-8.478260869565217,0,5,1
2141,52.68539325842696,-8.565217391304348,8,58,13
2142,52.68539325842696,-8.652173913043478,15,58,18
2143,52.68539325842696,-8.73913043478261,1,6,4
2144,52.68539325842696,-8.826086956521738,2,15,15
2145,52.68539325842696,-8.91304347826087,2,12,5
2146,52.68539325842696,-9.0,0,1,1
2147,52.68539325842696,-9.086956521739129,0,1,1
2148,52.68539325842696,-9.173913043478262,0,0,0
2149,52.68539325842696,-9.26086956521739,0,0,0
2150,52.68539325842696,-9.347826086956522,0,0,0
2151,52.68539325842696,-9.434782608695652,0,2,0
2152,52.68539325842696,-9.521739130434781,1,2,1
2153,52.68539325842696,-9.608695652173914,1,11,7
2154,52.68539325842696,-9.695652173913043,0,12,7
2155,52.68539325842696,-9.782608695652174,0,0,0
2156,52.68539325842696,-9.869565217391305,0,0,0
2157,52.68539325842696,-9.956521739130434,0,0,0
2158,52.68539325842696,-10.043478260869566,0,0,0
2159,52.68539325842696,-10.130434782608695,0,0,0
2160,52.68539325842696,-10.217391304347826,0,0,0
2161,52.68539325842696,-10.304347826086957,0,0,0
2162,52.68539325842696,-10.391304347826086,0,0,0
2163,52.68539325842696,-10.478260869565217,0,0,0
2164,52.68539325842696,-10.565217391304348,0,0,0
2165,52.68539325842696,-10.652173913043478,0,0,0
2166,52.68539325842696,-10.73913043478261,0,0,0
2167,52.68539325842696,-10.826086956521738,0,0,0
2168,52.68539325842696,-10.91304347826087,0,0,0
2169,52.68539325842696,-11.0,0,0,0
2170,52.741573033707866,-5.0,0,0,0
2171,52.741573033707866,-5.086956521739131,0,0,0
2172,52.741573033707866,-5.173913043478261,0,0,0
2173,52.741573033707866,-5.260869565217392,0,0,0
2174,52.741573033707866,-5.3478260869565215,0,0,0
2175,52.741573033707866,-5.434782608695652,0,0,0
2176,52.741573033707866,-5.521739130434782,0,0,0
2177,52.741573033707866,-5.608695652173913,0,0,0
2178,52.741573033707866,-5.695652173913043,0,0,0
2179,52.741573033707866,-5.782608695652174,0,0,0
2180,52.741573033707866,-5.869565217391305,0,0,0
2181,52.741573033707866,-5.956521739130435,0,0,0
2182,52.741573033707866,-6.043478260869565,0,0,0
2183,52.741573033707866,-6.130434782608695,0,2,1
2184,52.741573033707866,-6.217391304347826,1,3,2
2185,52.741573033707866,-6.304347826086957,1,2,2
2186,52.741573033707866,-6.391304347826087,0,0,0
2187,52.741573033707866,-6.478260869565217,0,1,0
2188,52.741573033707866,-6.565217391304348,0,2,0
2189,52.741573033707866,-6.6521739130434785,0,3,0
2190,52.741573033707866,-6.739130434782608,1,4,2
2191,52.741573033707866,-6.826086956521739,0,0,2
2192,52.741573033707866,-6.913043478260869,2,4,1
2193,52.741573033707866,-7.0,3,4,2
2194,52.741573033707866,-7.086956521739131,1,0,0
2195,52.741573033707866,-7.173913043478261,1,1,0
2196,52.741573033707866,-7.260869565217391,3,1,0
2197,52.741573033707866,-7.3478260869565215,4,0,1
2198,52.741573033707866,-7.434782608695652,2,0,1
2199,52.741573033707866,-7.521739130434783,0,2,4
2200,52.741573033707866,-7.608695652173913,0,3,1
2201,52.741573033707866,-7.695652173913043,0,0,2
2202,52.741573033707866,-7.782608695652174,0,2,1
2203,52.741573033707866,-7.869565217391305,0,5,0
2204,52.741573033707866,-7.956521739130435,1,3,0
2205,52.741573033707866,-8.043478260869565,0,6,2
2206,52.741573033707866,-8.130434782608695,0,0,0
2207,52.741573033707866,-8.217391304347826,0,0,0
2208,52.741573033707866,-8.304347826086957,0,1,0
2209,52.741573033707866,-8.391304347826086,0,2,1
2210,52.741573033707866,-8.478260869565217,0,5,3
2211,52.741573033707866,-8.565217391304348,0,4,1
2212,52.741573033707866,-8.652173913043478,0,1,0
2213,52.741573033707866,-8.73913043478261,0,3,1
2214,52.741573033707866,-8.826086956521738,2,9,14
2215,52.741573033707866,-8.91304347826087,2,8,8
2216,52.741573033707866,-9.0,0,0,0
2217,52.741573033707866,-9.086956521739129,0,3,1
2218,52.741573033707866,-9.173913043478262,0,3,0
2219,52.741573033707866,-9.26086956521739,0,0,0
2220,52.741573033707866,-9.347826086956522,0,0,0
2221,52.741573033707866,-9.434782608695652,0,2,4
2222,52.741573033707866,-9.521739130434781,0,6,5
2223,52.741573033707866,-9.608695652173914,0,1,1
2224,52.741573033707866,-9.695652173913043,0,0,0
2225,52.741573033707866,-9.782608695652174,0,0,0
2226,52.741573033707866,-9.869565217391305,0,0,0
2227,52.741573033707866,-9.956521739130434,0,0,0
2228,52.741573033707866,-10.043478260869566,0,0,0
2229,52.741573033707866,-10.130434782608695,0,0,0
2230,52.741573033707866,-10.217391304347826,0,0,0
2231,52.741573033707866,-10.304347826086957,0,0,0
2232,52.741573033707866,-10.391304347826086,0,0,0
2233,52.741573033707866,-10.478260869565217,0,0,0
2234,52.741573033707866,-10.565217391304348,0,0,0
2235,52.741573033707866,-10.652173913043478,0,0,0
2236,52.741573033707866,-10.73913043478261,0,0,0
2237,52.741573033707866,-10.826086956521738,0,0,0
2238,52.741573033707866,-10.91304347826087,0,0,0
2239,52.741573033707866,-11.0,0,0,0
2240,52.79775280898876,-5.0,0,0,0
2241,52.79775280898876,-5.086956521739131,0,0,0
2242,52.79775280898876,-5.173913043478261,0,0,0
2243,52.79775280898876,-5.260869565217392,0,0,0
2244,52.79775280898876,-5.3478260869565215,0,0,0
2245,52.79775280898876,-5.434782608695652,0,0,0
2246,52.79775280898876,-5.521739130434782,0,0,0
2247,52.79775280898876,-5.608695652173913,0,0,0
2248,52.79775280898876,-5.695652173913043,0,0,0
2249,52.79775280898876,-5.782608695652174,0,0,0
2250,52.79775280898876,-5.869565217391305,0,0,0
2251,52.79775280898876,-5.956521739130435,0,0,0
2252,52.79775280898876,-6.043478260869565,0,0,0
2253,52.79775280898876,-6.130434782608695,1,6,4
2254,52.79775280898876,-6.217391304347826,2,7,6
2255,52.79775280898876,-6.304347826086957,1,0,1
2256,52.79775280898876,-6.391304347826087,4,3,1
2257,52.79775280898876,-6.478260869565217,4,3,1
2258,52.79775280898876,-6.565217391304348,1,1,1
2259,52.79775280898876,-6.6521739130434785,0,4,0
2260,52.79775280898876,-6.739130434782608,2,5,4
2261,52.79775280898876,-6.826086956521739,1,0,0
2262,52.79775280898876,-6.913043478260869,6,20,6
2263,52.79775280898876,-7.0,0,1,1
2264,52.79775280898876,-7.086956521739131,0,0,0
2265,52.79775280898876,-7.173913043478261,2,7,1
2266,52.79775280898876,-7.260869565217391,2,8,1
2267,52.79775280898876,-7.3478260869565215,1,1,1
2268,52.79775280898876,-7.434782608695652,0,0,0
2269,52.79775280898876,-7.521739130434783,0,0,0
2270,52.79775280898876,-7.608695652173913,0,0,0
2271,52.79775280898876,-7.695652173913043,0,0,0
2272,52.79775280898876,-7.782608695652174,0,2,1
2273,52.79775280898876,-7.869565217391305,0,3,1
2274,52.79775280898876,-7.956521739130435,1,1,1
2275,52.79775280898876,-8.043478260869565,0,1,1
2276,52.79775280898876,-8.130434782608695,1,1,0
2277,52.79775280898876,-8.217391304347826,0,1,0
2278,52.79775280898876,-8.304347826086957,0,0,0
2279,52.79775280898876,-8.391304347826086,0,17,9
2280,52.79775280898876,-8.478260869565217,0,21,7
2281,52.79775280898876,-8.565217391304348,0,1,0
2282,52.79775280898876,-8.652173913043478,0,3,0
2283,52.79775280898876,-8.73913043478261,1,2,1
2284,52.79775280898876,-8.826086956521738,3,4,0
2285,52.79775280898876,-8.91304347826087,3,7,5
2286,52.79775280898876,-9.0,2,7,4
2287,52.79775280898876,-9.086956521739129,0,1,1
2288,52.79775280898876,-9.173913043478262,0,1,0
2289,52.79775280898876,-9.26086956521739,0,0,0
2290,52.79775280898876,-9.347826086956522,0,0,0
2291,52.79775280898876,-9.434782608695652,0,1,4
2292,52.79775280898876,-9.521739130434781,0,0,1
2293,52.79775280898876,-9.608695652173914,0,0,0
2294,52.79775280898876,-9.695652173913043,0,0,0
2295,52.79775280898876,-9.782608695652174,0,0,0
2296,52.79775280898876,-9.869565217391305,0,0,0
2297,52.79775280898876,-9.956521739130434,0,0,0
2298,52.79775280898876,-10.043478260869566,0,0,0
2299,52.79775280898876,-10.130434782608695,0,0,0
2300,52.79775280898876,-10.217391304347826,0,0,0
2301,52.79775280898876,-10.304347826086957,0,0,0
2302,52.79775280898876,-10.391304347826086,0,0,0
2303,52.79775280898876,-10.478260869565217,0,0,0
2304,52.79775280898876,-10.565217391304348,0,0,0
2305,52.79775280898876,-10.652173913043478,0,0,0
2306,52.79775280898876,-10.73913043478261,0,0,0
2307,52.79775280898876,-10.826086956521738,0,0,0
